game_date,team_short,opp_short,matchup,outcome,full_name,Player_ID,MIN,PTS,REB,AST,STL,BLK,team_game_no
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,De'Andre Hunter,1629631,26,18,4,2,0,0,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,De'Andre Hunter,1629631,22,12,6,2,1,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,De'Andre Hunter,1629631,31,12,1,0,2,0,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,De'Andre Hunter,1629631,36,14,4,2,0,0,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,De'Andre Hunter,1629631,37,24,7,1,0,0,21
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,De'Andre Hunter,1629631,26,18,2,0,1,0,25
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,De'Andre Hunter,1629631,29,19,6,2,1,2,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,De'Andre Hunter,1629631,28,11,1,3,0,0,27
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,De'Andre Hunter,1629631,16,6,1,1,0,0,47
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,De'Andre Hunter,1629631,16,6,1,0,1,0,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,De'Andre Hunter,1629631,19,27,7,3,0,0,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,De'Andre Hunter,1629631,23,10,1,1,0,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,De'Andre Hunter,1629631,24,11,2,2,1,0,52
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,De'Andre Hunter,1629631,28,23,6,0,1,2,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,De'Andre Hunter,1629631,28,21,3,1,1,0,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,De'Andre Hunter,1629631,25,22,5,2,0,0,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,De'Andre Hunter,1629631,28,18,7,2,2,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,De'Andre Hunter,1629631,28,20,5,0,0,1,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,De'Andre Hunter,1629631,26,12,0,0,1,0,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,De'Andre Hunter,1629631,29,15,2,1,0,0,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,De'Andre Hunter,1629631,25,22,3,0,1,0,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,De'Andre Hunter,1629631,26,17,3,2,1,0,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Onyeka Okongwu,1630168,19,7,4,2,0,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Onyeka Okongwu,1630168,20,6,2,1,1,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Onyeka Okongwu,1630168,23,14,7,2,1,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Onyeka Okongwu,1630168,24,10,7,3,0,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Onyeka Okongwu,1630168,27,16,11,2,0,1,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Onyeka Okongwu,1630168,20,17,6,0,1,1,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Onyeka Okongwu,1630168,25,7,14,0,0,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Onyeka Okongwu,1630168,21,7,2,2,3,4,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Onyeka Okongwu,1630168,24,2,7,2,0,2,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Onyeka Okongwu,1630168,21,8,9,2,0,1,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Onyeka Okongwu,1630168,22,8,6,1,1,1,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Onyeka Okongwu,1630168,19,5,5,0,0,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Onyeka Okongwu,1630168,22,7,6,4,0,1,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Onyeka Okongwu,1630168,25,12,10,0,0,1,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Onyeka Okongwu,1630168,25,9,6,1,1,1,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Onyeka Okongwu,1630168,27,4,3,0,2,1,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Onyeka Okongwu,1630168,22,13,9,2,0,0,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Onyeka Okongwu,1630168,28,11,8,0,0,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Onyeka Okongwu,1630168,27,5,4,3,0,0,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Onyeka Okongwu,1630168,24,2,9,2,1,0,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Onyeka Okongwu,1630168,18,7,8,2,0,2,21
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Onyeka Okongwu,1630168,28,7,6,3,0,1,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Onyeka Okongwu,1630168,30,13,8,1,0,2,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Onyeka Okongwu,1630168,33,14,11,0,0,1,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Onyeka Okongwu,1630168,32,16,4,1,0,1,25
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,Onyeka Okongwu,1630168,23,14,2,1,0,1,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Onyeka Okongwu,1630168,33,19,11,2,0,0,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Onyeka Okongwu,1630168,26,9,7,1,1,2,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Onyeka Okongwu,1630168,28,10,7,4,2,2,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Onyeka Okongwu,1630168,21,11,6,0,1,0,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Onyeka Okongwu,1630168,23,7,3,1,1,1,31
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Onyeka Okongwu,1630168,22,11,7,0,1,0,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Onyeka Okongwu,1630168,21,3,6,1,0,1,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Onyeka Okongwu,1630168,32,5,6,3,0,5,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Onyeka Okongwu,1630168,36,19,11,1,0,2,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Onyeka Okongwu,1630168,23,6,1,1,0,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Onyeka Okongwu,1630168,19,9,10,1,0,3,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Onyeka Okongwu,1630168,23,7,6,1,0,0,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Onyeka Okongwu,1630168,27,15,9,0,0,1,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Onyeka Okongwu,1630168,26,9,5,1,1,1,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Onyeka Okongwu,1630168,23,1,6,2,0,0,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Onyeka Okongwu,1630168,29,8,9,3,0,2,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Onyeka Okongwu,1630168,25,6,7,1,0,1,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Onyeka Okongwu,1630168,23,8,6,2,1,0,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Onyeka Okongwu,1630168,20,10,3,1,0,1,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Onyeka Okongwu,1630168,26,11,4,1,2,1,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Onyeka Okongwu,1630168,27,15,7,0,1,2,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Onyeka Okongwu,1630168,36,22,16,0,0,2,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Onyeka Okongwu,1630168,34,18,5,0,0,1,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Onyeka Okongwu,1630168,36,19,10,3,0,2,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Onyeka Okongwu,1630168,34,21,8,2,1,2,52
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Onyeka Okongwu,1630168,32,11,7,1,0,3,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Onyeka Okongwu,1630168,33,11,12,1,0,1,54
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Saddiq Bey,1630180,29,15,5,0,5,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Saddiq Bey,1630180,26,5,1,1,0,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Saddiq Bey,1630180,31,13,9,3,0,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Saddiq Bey,1630180,25,11,6,1,0,1,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Saddiq Bey,1630180,32,14,7,0,1,0,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Saddiq Bey,1630180,26,12,5,2,1,0,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Saddiq Bey,1630180,26,15,8,2,0,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Saddiq Bey,1630180,29,2,3,0,1,0,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Saddiq Bey,1630180,24,8,8,0,0,0,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Saddiq Bey,1630180,27,19,4,2,2,1,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Saddiq Bey,1630180,28,16,2,2,2,0,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Saddiq Bey,1630180,31,17,7,1,1,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Saddiq Bey,1630180,31,12,10,2,0,0,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Saddiq Bey,1630180,25,12,2,1,2,0,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Saddiq Bey,1630180,32,13,9,1,1,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Saddiq Bey,1630180,29,7,8,1,0,0,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Saddiq Bey,1630180,32,14,4,3,2,0,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Saddiq Bey,1630180,34,13,4,0,3,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Saddiq Bey,1630180,36,17,9,1,0,0,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Saddiq Bey,1630180,37,21,7,1,1,0,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Saddiq Bey,1630180,38,16,8,1,0,0,21
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Saddiq Bey,1630180,40,16,4,2,1,1,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Saddiq Bey,1630180,38,12,10,2,2,0,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Saddiq Bey,1630180,37,10,10,4,0,0,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Saddiq Bey,1630180,36,5,6,0,2,0,25
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,Saddiq Bey,1630180,42,21,4,1,2,0,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Saddiq Bey,1630180,32,9,9,0,0,0,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Saddiq Bey,1630180,40,16,10,2,2,0,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Saddiq Bey,1630180,38,14,6,2,2,0,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Saddiq Bey,1630180,34,13,8,0,1,0,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Saddiq Bey,1630180,32,15,7,4,1,0,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Saddiq Bey,1630180,32,11,11,0,0,1,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Saddiq Bey,1630180,36,10,8,2,0,1,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Saddiq Bey,1630180,30,9,4,2,0,0,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Saddiq Bey,1630180,38,16,7,2,1,0,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Saddiq Bey,1630180,37,15,10,1,0,0,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Saddiq Bey,1630180,31,17,4,2,1,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Saddiq Bey,1630180,27,16,7,0,4,0,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Saddiq Bey,1630180,33,10,5,2,0,0,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Saddiq Bey,1630180,35,7,4,0,0,0,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Saddiq Bey,1630180,36,14,2,0,0,0,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Saddiq Bey,1630180,30,0,7,2,0,0,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Saddiq Bey,1630180,30,13,7,2,0,0,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Saddiq Bey,1630180,27,18,7,3,1,0,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Saddiq Bey,1630180,38,16,7,5,0,0,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Saddiq Bey,1630180,41,26,13,3,0,0,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Saddiq Bey,1630180,35,18,8,2,1,0,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Saddiq Bey,1630180,16,2,3,0,0,0,48
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Saddiq Bey,1630180,33,18,5,0,1,0,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Saddiq Bey,1630180,36,25,9,1,1,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Saddiq Bey,1630180,34,18,11,1,1,0,52
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Saddiq Bey,1630180,39,24,6,3,1,1,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Saddiq Bey,1630180,32,11,5,3,0,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Saddiq Bey,1630180,32,14,4,1,0,1,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Saddiq Bey,1630180,34,18,9,1,0,0,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Saddiq Bey,1630180,35,12,2,1,1,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Saddiq Bey,1630180,30,16,7,0,0,0,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Saddiq Bey,1630180,30,6,5,3,0,0,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Saddiq Bey,1630180,35,23,3,2,0,0,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Saddiq Bey,1630180,36,17,9,2,1,1,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Saddiq Bey,1630180,41,23,8,0,1,1,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Jalen Johnson,1630552,29,21,7,2,2,1,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Jalen Johnson,1630552,30,11,9,2,1,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Jalen Johnson,1630552,26,14,7,1,2,1,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Jalen Johnson,1630552,33,12,5,3,1,1,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Jalen Johnson,1630552,24,8,11,2,0,0,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Jalen Johnson,1630552,36,21,11,4,0,0,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Jalen Johnson,1630552,34,13,12,5,3,1,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Jalen Johnson,1630552,31,19,9,2,0,1,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Jalen Johnson,1630552,22,9,4,2,0,0,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Jalen Johnson,1630552,36,16,5,1,1,1,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Jalen Johnson,1630552,31,18,5,0,0,2,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Jalen Johnson,1630552,36,18,10,2,1,3,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Jalen Johnson,1630552,33,17,7,6,2,1,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Jalen Johnson,1630552,40,7,6,3,2,1,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Jalen Johnson,1630552,8,8,1,1,2,1,15
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Jalen Johnson,1630552,29,10,9,4,1,0,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Jalen Johnson,1630552,35,16,15,4,0,1,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Jalen Johnson,1630552,37,24,13,4,0,0,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Jalen Johnson,1630552,29,28,7,3,4,0,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Jalen Johnson,1630552,29,12,8,3,1,0,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Jalen Johnson,1630552,40,12,11,4,0,1,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Jalen Johnson,1630552,41,25,16,7,1,2,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Jalen Johnson,1630552,32,16,4,3,2,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Jalen Johnson,1630552,36,5,6,3,0,2,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Jalen Johnson,1630552,38,16,10,7,6,0,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Jalen Johnson,1630552,38,10,9,3,2,0,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Jalen Johnson,1630552,34,15,7,2,2,0,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Jalen Johnson,1630552,34,20,7,4,1,2,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Jalen Johnson,1630552,38,11,7,0,1,2,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Jalen Johnson,1630552,36,21,9,6,1,0,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Jalen Johnson,1630552,37,25,3,3,1,1,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Jalen Johnson,1630552,42,17,12,5,2,0,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Jalen Johnson,1630552,35,19,11,3,3,0,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Jalen Johnson,1630552,38,16,7,4,1,1,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Jalen Johnson,1630552,43,21,13,8,0,1,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Jalen Johnson,1630552,37,9,7,5,0,1,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Jalen Johnson,1630552,36,19,15,4,3,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Jalen Johnson,1630552,38,11,11,6,0,2,52
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Jalen Johnson,1630552,40,21,6,3,2,2,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Jalen Johnson,1630552,35,13,8,2,0,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Jalen Johnson,1630552,38,19,12,0,0,2,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Jalen Johnson,1630552,37,12,12,4,1,3,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Jalen Johnson,1630552,39,21,10,7,1,2,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Jalen Johnson,1630552,35,22,13,6,1,0,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Jalen Johnson,1630552,33,14,5,0,0,2,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Jalen Johnson,1630552,35,7,9,1,0,0,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Jalen Johnson,1630552,38,26,9,7,1,0,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Jalen Johnson,1630552,19,7,4,4,0,1,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,AJ Griffin,1631100,10,2,2,0,0,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,AJ Griffin,1631100,8,6,2,0,0,0,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,AJ Griffin,1631100,10,6,1,1,1,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,AJ Griffin,1631100,6,3,0,1,0,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,AJ Griffin,1631100,12,0,0,0,0,0,5
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,AJ Griffin,1631100,10,2,0,0,0,0,8
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,AJ Griffin,1631100,8,5,0,0,0,0,10
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,AJ Griffin,1631100,3,0,0,0,0,0,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,AJ Griffin,1631100,6,6,0,0,0,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,AJ Griffin,1631100,12,0,4,1,0,0,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,AJ Griffin,1631100,15,0,1,0,0,0,17
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,AJ Griffin,1631100,9,0,2,1,0,0,22
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,AJ Griffin,1631100,7,3,0,0,0,0,34
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,AJ Griffin,1631100,4,2,0,0,0,1,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,AJ Griffin,1631100,5,0,1,0,0,0,38
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,AJ Griffin,1631100,3,2,0,0,0,0,42
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,AJ Griffin,1631100,2,0,0,0,0,0,44
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,AJ Griffin,1631100,2,0,1,0,0,0,47
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Bruno Fernando,1628981,5,0,0,0,0,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Bruno Fernando,1628981,1,0,0,0,0,0,4
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Bruno Fernando,1628981,1,0,0,0,0,0,8
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Bruno Fernando,1628981,5,5,1,0,0,0,15
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Bruno Fernando,1628981,4,2,3,0,0,0,17
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Bruno Fernando,1628981,1,0,0,0,0,0,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Bruno Fernando,1628981,16,13,8,1,0,1,25
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Bruno Fernando,1628981,15,0,3,2,1,0,32
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Bruno Fernando,1628981,7,6,2,0,0,1,34
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Bruno Fernando,1628981,17,8,5,0,1,3,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Bruno Fernando,1628981,4,0,1,0,0,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Bruno Fernando,1628981,5,4,2,0,0,0,38
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Bruno Fernando,1628981,3,0,1,1,0,0,42
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Bruno Fernando,1628981,14,7,4,1,0,2,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Bruno Fernando,1628981,12,9,4,1,0,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Bruno Fernando,1628981,14,8,3,0,0,2,52
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Bruno Fernando,1628981,12,4,7,0,0,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Bruno Fernando,1628981,26,6,12,1,1,1,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Bruno Fernando,1628981,11,12,4,0,1,0,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Bruno Fernando,1628981,19,7,1,4,2,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Bruno Fernando,1628981,18,8,3,1,0,0,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Bruno Fernando,1628981,18,2,3,1,2,0,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Bruno Fernando,1628981,19,10,4,1,0,3,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Bruno Fernando,1628981,23,4,7,0,0,2,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Bruno Fernando,1628981,25,7,10,2,2,1,62
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Trent Forrest,1630235,5,0,0,1,0,0,3
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Trent Forrest,1630235,13,2,1,4,0,0,10
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Trent Forrest,1630235,9,2,0,2,0,0,15
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Trent Forrest,1630235,4,0,0,0,0,0,17
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Trent Forrest,1630235,13,6,1,1,0,0,21
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Trent Forrest,1630235,11,0,3,4,1,0,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Trent Forrest,1630235,7,0,3,0,1,0,25
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Trent Forrest,1630235,3,0,0,0,0,0,30
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Trent Forrest,1630235,14,6,2,2,0,1,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Trent Forrest,1630235,14,6,2,2,1,0,34
